participant,block,trial,effect,order,distance,diag,config_1,config_2,h_1,w_1,h_2,w_2,h_3,w_3,choice,choice_name,rt,correct
4,3,66,filler_random,NA,NA,NA,2.2,2.21,95.04223140949738,173.15632723654983,96.85461199891711,117.30746401812496,132.66678016736103,181.51371820046498,3,NA,1.0009605884552002,1
4,3,67,critical,hwd,45,lower,4,4.2,133,57,57,133,65,65,2,w,5.830809593200684,1
4,3,68,critical,hdw,45,upper,2.1,2.11,200,125,117,117,125,200,3,w,1.3599278926849365,1
4,3,69,critical,hwd,60,lower,4,4.2,133,57,57,133,55,55,2,w,1.5595016479492188,1
4,3,70,critical,dwh,45,lower,1,1.1,65,65,57,133,133,57,2,w,3.2860803604125977,1
4,3,71,filler_square,NA,NA,NA,4,4.2,173.31185333361574,173.31185333361574,143.5092881981227,151.45063277174424,159.53729663977958,143.10147598158738,1,NA,2.2509994506835938,1
4,3,72,filler_random,NA,NA,NA,1,1.3,155.8969315492823,183.05089388861964,135.7517437379284,92.91521317474138,199.08832929080867,194.08726515180805,3,NA,1.6473450660705566,1
4,3,73,critical,whd,60,upper,3,3.2,125,200,200,125,100,100,2,h,1.9267289638519287,1
4,3,74,filler_square,NA,NA,NA,4,4.2,99.12196989819202,99.12196989819202,66.58844832863521,86.17469872970096,59.91962881244816,96.65232570506149,1,NA,1.9475154876708984,1
4,3,75,critical,hdw,45,lower,2.1,2.11,133,57,65,65,57,133,3,w,2.775930643081665,1
4,3,76,critical,whd,45,lower,3,3.1,57,133,133,57,65,65,1,w,2.939584970474243,1
4,3,77,filler_random,NA,NA,NA,3,3.1,86.52439998348879,187.63556621727042,148.67721664324773,169.51139983316324,180.68253954299604,107.45112771627481,2,NA,0.8605027198791504,1
4,3,78,critical,wdh,45,lower,4,4.1,57,133,65,65,133,57,1,w,2.1910152435302734,1
4,3,79,filler_square,NA,NA,NA,2.1,2.12,58.0768452301914,60.46464724494719,59.08583775286997,60.50227387499407,61.24618334847951,61.24618334847951,2,NA,4.038246393203735,0
4,3,80,critical,dhw,45,lower,2.1,2.12,65,65,133,57,57,133,3,w,4.336365699768066,1
4,3,81,catch,NA,NA,NA,1,1.1,73,117,58,132,165,160,3,NA,1.092630386352539,1
4,3,82,filler_square,NA,NA,NA,4,4.1,102.01475967465682,65.19371015729813,114.18332706196318,114.67100530506589,120.20140808525959,120.20140808525959,3,NA,5.694073438644409,1
4,3,83,critical,dwh,45,upper,4,4.1,117,117,125,200,200,125,2,w,2.7213902473449707,1
4,3,84,filler_random,NA,NA,NA,2.2,2.21,180.47341411068822,112.5043047287525,166.17453811219502,153.47599009998717,134.92127416831303,173.47967551958263,2,NA,1.3669774532318115,1
4,3,85,filler_random,NA,NA,NA,3,3.2,73.07884163507065,120.41423435006435,67.76427533730856,130.66342994705627,84.18069352626324,85.69585882591367,1,NA,5.474650859832764,0
4,3,86,filler_square,NA,NA,NA,1,1.1,118.94471205980011,124.10169531266546,99.10156541739909,57.932147134452805,129.46767892045403,129.46767892045403,3,NA,7.712780475616455,1
4,3,87,filler_random,NA,NA,NA,1,1.3,167.53726287879414,195.68127716279756,133.26670833405586,130.17130686028767,136.517337374405,61.58294115790705,1,NA,1.1864738464355469,1
4,3,89,critical,dhw,60,lower,2.1,2.12,55,55,133,57,57,133,2,h,0.9602258205413818,1
4,3,90,critical,wdh,60,upper,2.1,2.11,125,200,100,100,200,125,1,w,1.6803312301635742,1
4,3,91,critical,hdw,60,upper,1,1.2,200,125,100,100,125,200,1,h,1.816096544265747,1
4,3,92,critical,hwd,60,lower,2.1,2.12,133,57,57,133,55,55,2,w,3.0676589012145996,1
4,3,93,filler_random,NA,NA,NA,3,3.1,111.54340603650576,110.80753647902085,110.47167780369901,141.87683587536412,164.31021207017784,156.23607080485175,3,NA,1.5617763996124268,1
4,3,94,filler_square,NA,NA,NA,2.1,2.12,81.08660124497024,81.08660124497024,71.86207818959755,81.08199665017818,80.90291108414519,79.57475306070089,1,NA,5.254911422729492,1
4,3,95,filler_square,NA,NA,NA,1,1.1,57.89868737597305,59.27472167759443,58.018664964430826,57.08556434145153,61.03087098481169,61.03087098481169,3,NA,4.2095630168914795,1
4,3,96,critical,wdh,45,lower,3,3.2,57,133,65,65,133,57,1,w,5.112522125244141,1
4,3,97,critical,dhw,45,lower,3,3.1,65,65,133,57,57,133,3,w,4.2031989097595215,1
4,3,98,filler_square,NA,NA,NA,4,4.2,57.07672980483206,57.179715473652784,57.28514764203418,57.28514764203418,57.20278970951477,57.064381775244065,2,NA,3.735283613204956,1
4,3,99,critical,whd,45,upper,2.1,2.11,125,200,200,125,117,117,2,h,2.2695562839508057,1
4,3,100,critical,wdh,45,upper,4,4.2,125,200,117,117,200,125,1,w,2.8822600841522217,1
4,3,101,critical,hdw,45,lower,3,3.2,133,57,65,65,57,133,3,w,2.09566330909729,1
4,3,102,critical,hwd,45,lower,3,3.1,133,57,57,133,65,65,2,w,2.1201913356781006,1
4,3,103,filler_square,NA,NA,NA,1,1.3,146.96872641965314,146.96872641965314,136.37198318171806,62.58202785219384,59.29316977679218,99.81783126692346,1,NA,0.8185184001922607,1
4,3,104,critical,hwd,45,upper,4,4.1,200,125,125,200,117,117,2,w,5.838631868362427,1
4,3,105,critical,dhw,45,lower,4,4.1,65,65,133,57,57,133,3,w,2.634666681289673,1
4,3,106,filler_random,NA,NA,NA,4,4.1,115.0036781988154,78.9552941892575,194.04684515318172,143.4494987415568,62.70130678892132,177.99621868672438,2,NA,0.7214109897613525,1
4,3,107,critical,whd,45,upper,4,4.1,125,200,200,125,117,117,1,w,2.3454701900482178,1
4,3,108,critical,whd,60,upper,2.1,2.12,125,200,200,125,100,100,2,h,9.481096506118774,1
4,3,109,filler_random,NA,NA,NA,4,4.2,85.30857387146239,91.76488171522828,69.03308858360795,171.7763513283045,165.8579826521488,192.65666807978067,3,NA,0.8082699775695801,1
4,3,110,filler_random,NA,NA,NA,4,4.2,198.88239987156066,146.41960280391598,141.9962966373902,159.0867116342974,136.70283357895084,103.22884633722097,1,NA,7.1365439891815186,1
4,3,111,filler_random,NA,NA,NA,4,4.2,109.52828433193025,191.27607979272662,195.62947166487362,151.7641112116691,94.05839802459022,146.0742172320923,2,NA,0.8487424850463867,1
4,3,112,critical,whd,60,lower,2.1,2.12,57,133,133,57,55,55,2,h,1.9211328029632568,1
4,3,113,critical,hdw,45,upper,1,1.2,200,125,117,117,125,200,1,h,2.2374417781829834,1
4,3,114,filler_square,NA,NA,NA,2.2,2.22,68.65364267122028,106.64054246802093,150.54612769294454,150.54612769294454,112.97281335531743,142.00440465364733,2,NA,0.9200265407562256,1
4,3,115,critical,hwd,60,upper,2.1,2.12,200,125,125,200,100,100,2,w,1.8902637958526611,1
4,3,116,filler_square,NA,NA,NA,2.2,2.21,73.1300646663635,73.1300646663635,66.05190731679556,67.20389175416167,72.7574819654229,71.31420077340861,3,NA,2.7300865650177,0
4,3,117,critical,hdw,60,upper,3,3.2,200,125,100,100,125,200,3,w,1.4742937088012695,1
4,3,118,catch,NA,NA,NA,2.2,2.21,67,123,149,176,115,75,2,NA,0.8456268310546875,1
4,3,119,critical,hdw,60,lower,4,4.2,133,57,55,55,57,133,3,w,3.1916515827178955,1
4,3,120,critical,dhw,45,upper,2.1,2.11,117,117,200,125,125,200,3,w,2.046792984008789,1
4,3,121,filler_random,NA,NA,NA,2.1,2.12,198.2522019836914,190.42872830060824,115.7849674870215,133.3575604537873,133.5857657568058,130.78751451588064,1,NA,1.148545265197754,1
4,3,122,filler_square,NA,NA,NA,4,4.2,157.52358135078987,99.34173001886938,141.02211074597307,123.35180347859871,172.4131794768524,172.4131794768524,3,NA,1.1480746269226074,1
4,3,123,filler_square,NA,NA,NA,2.2,2.21,128.67514917962598,128.67514917962598,127.24072766454873,97.7973480013866,110.27846674861152,59.76864461945725,1,NA,2.0838327407836914,1
4,3,124,critical,hwd,45,upper,1,1.1,200,125,125,200,117,117,2,w,3.18422269821167,1
4,3,125,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,2,w,2.022376537322998,1
4,3,126,critical,hdw,60,lower,1,1.1,133,57,55,55,57,133,3,w,2.2575316429138184,1
4,3,127,filler_random,NA,NA,NA,4,4.1,148.57953957973007,164.73243532389802,102.33407255798386,179.83578057606718,156.18277202765023,187.61793737606664,3,NA,2.4563751220703125,1
4,3,128,catch,NA,NA,NA,3,3.1,176,149,67,123,67,123,1,NA,0.8277528285980225,1
4,3,129,filler_random,NA,NA,NA,2.1,2.12,134.27971602646284,95.25041424599544,100.97418090567929,86.51606012155598,58.44902231077558,182.90632923872022,3,NA,5.740020036697388,0
4,3,130,filler_square,NA,NA,NA,1,1.2,62.693520681412686,77.1420633944081,82.05489538060195,66.91953997958794,95.33447503518113,95.33447503518113,3,NA,3.411377191543579,1
4,3,131,critical,dhw,60,upper,4,4.2,100,100,200,125,125,200,3,w,1.7278873920440674,1
4,3,132,catch,NA,NA,NA,2.1,2.11,132,58,82,108,133,192,3,NA,1.5676326751708984,1
4,3,133,filler_square,NA,NA,NA,2.1,2.11,105.84188320784637,136.89637968232785,144.65630651360613,77.76578575657359,158.60838667667403,158.60838667667403,3,NA,2.973785638809204,1
4,3,134,catch,NA,NA,NA,1,1.1,63,127,62,128,140,185,3,NA,0.9359965324401855,1
4,3,135,critical,dhw,60,lower,3,3.1,55,55,133,57,57,133,2,h,3.7292063236236572,1
4,3,136,critical,dwh,60,lower,1,1.1,55,55,57,133,133,57,2,w,4.839637994766235,1
4,3,137,critical,hwd,60,upper,2.1,2.11,200,125,125,200,100,100,2,w,2.6320388317108154,1
4,3,138,critical,dhw,45,lower,1,1.2,65,65,133,57,57,133,3,w,5.115306615829468,1
4,3,139,critical,hdw,60,upper,4,4.2,200,125,100,100,125,200,3,w,2.456671714782715,1
4,3,140,filler_square,NA,NA,NA,4,4.2,110.45264392248872,110.45264392248872,88.70968155781834,58.976260307560715,77.53066407407728,66.65413431198104,1,NA,1.4935190677642822,1
4,3,141,critical,whd,45,lower,1,1.2,57,133,133,57,65,65,1,w,2.2406747341156006,1
4,3,142,critical,hdw,45,lower,1,1.2,133,57,65,65,57,133,3,w,1.8852787017822266,1
4,3,143,critical,dhw,60,lower,1,1.3,55,55,133,57,57,133,2,h,2.56314754486084,1
4,3,144,critical,hwd,60,upper,3,3.1,200,125,125,200,100,100,1,h,4.639006853103638,1
4,3,145,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,1,w,1.7520751953125,1
4,3,146,filler_square,NA,NA,NA,3,3.2,124.70832529115563,124.70832529115563,98.27184265358562,101.08642536166828,107.69864552346198,113.55202468540406,1,NA,1.5846631526947021,1
4,3,147,critical,hwd,60,upper,1,1.3,200,125,125,200,100,100,2,w,1.9250068664550781,1
4,3,148,critical,wdh,60,upper,4,4.2,125,200,100,100,200,125,1,w,1.488180160522461,1
4,3,149,critical,wdh,60,lower,4,4.2,57,133,55,55,133,57,1,w,1.7616353034973145,1
4,3,150,filler_random,NA,NA,NA,1,1.2,100.54297756200512,113.63108858992621,178.30729718544382,78.01290223623229,77.81043713553152,195.7450044931953,3,NA,2.8047330379486084,1
4,3,151,critical,whd,60,upper,1,1.1,125,200,200,125,100,100,2,h,2.979306221008301,1
4,3,152,filler_square,NA,NA,NA,4,4.1,67.86602036555395,76.56079240153848,84.97131402752564,69.13890942083412,85.95081625391185,85.95081625391185,3,NA,2.709226608276367,1
4,3,153,critical,wdh,60,upper,3,3.1,125,200,100,100,200,125,1,w,3.1543853282928467,1
4,3,154,critical,dwh,60,lower,2.1,2.11,55,55,57,133,133,57,2,w,3.254443645477295,1
4,3,155,critical,dwh,60,lower,2.1,2.11,55,55,57,133,133,57,2,w,2.7024974822998047,1
4,3,156,critical,dwh,60,upper,2.1,2.12,100,100,125,200,200,125,2,w,3.8632936477661133,1
4,3,157,critical,dwh,60,upper,3,3.2,100,100,125,200,200,125,2,w,1.3678674697875977,1
4,3,158,critical,dwh,45,lower,4,4.2,65,65,57,133,133,57,2,w,1.6702384948730469,1
4,3,159,filler_random,NA,NA,NA,1,1.1,133.524978287195,128.92508505137414,100.39192317412045,186.4919651489866,169.17385135712453,112.95553633324748,2,NA,3.4912500381469727,0
4,3,160,filler_random,NA,NA,NA,2.1,2.11,108.0024970017369,145.2671689582078,85.11553454171035,185.29855471896582,88.16777092452173,173.71431108091645,3,NA,4.812055826187134,0
4,3,161,critical,dwh,60,upper,1,1.1,100,100,125,200,200,125,3,h,1.5197546482086182,1
4,3,162,catch,NA,NA,NA,4,4.1,157,168,113,77,116,74,1,NA,1.0338890552520752,1
4,3,163,filler_random,NA,NA,NA,1,1.1,143.65919709220555,117.227099016404,96.4574299816224,146.97545486699607,126.45881039956662,159.1050829341935,3,NA,1.0865249633789062,1
4,3,164,critical,hdw,60,upper,2.1,2.11,200,125,100,100,125,200,3,w,1.442638874053955,1
4,3,165,filler_square,NA,NA,NA,2.2,2.21,94.43660818332992,134.5290096230044,175.86390916915644,74.64641649573437,182.72463547928697,182.72463547928697,3,NA,1.4636273384094238,1
4,3,166,filler_square,NA,NA,NA,1,1.2,143.05492140213698,108.85168400042227,152.73923950100476,152.73923950100476,99.84322644296532,63.4469011097819,2,NA,0.9149169921875,1
4,3,167,filler_square,NA,NA,NA,1,1.2,173.95845044371475,173.95845044371475,75.90141611342341,153.8115857744456,74.52151011979271,73.19402188959658,1,NA,0.8642129898071289,1
4,3,168,critical,hwd,45,lower,2.1,2.11,133,57,57,133,65,65,2,w,3.9948642253875732,1
4,3,169,critical,dwh,45,upper,1,1.3,117,117,125,200,200,125,3,h,2.8966026306152344,1
4,3,170,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,1,w,2.4865574836730957,1
4,3,171,filler_square,NA,NA,NA,2.2,2.21,110.70972778693206,98.28400242740935,106.14530903619092,110.5265009952906,115.47346163007582,115.47346163007582,3,NA,1.698951244354248,1
4,3,172,critical,hwd,45,upper,2.1,2.12,200,125,125,200,117,117,2,w,8.319443225860596,1
4,3,173,filler_random,NA,NA,NA,2.1,2.12,79.49438292746493,184.17137000803893,186.2377518810311,169.23074765217024,89.82477909589187,106.47694854974236,2,NA,0.9963374137878418,1
4,3,174,filler_random,NA,NA,NA,2.2,2.22,154.44132436688594,77.44351836739932,112.20005125458633,168.57160686119806,89.7949238973994,122.38192734013475,2,NA,1.3477678298950195,1
4,3,175,filler_square,NA,NA,NA,2.1,2.12,149.04510831758205,149.04510831758205,83.82070813975503,95.83027824316176,101.34495762563455,135.80535325771967,1,NA,0.9299440383911133,1
4,3,176,filler_square,NA,NA,NA,1,1.2,60.77074743372208,125.68155727910835,66.70260333823211,75.78839233094094,134.41762473846612,134.41762473846612,3,NA,1.0293383598327637,1
4,3,177,filler_square,NA,NA,NA,2.1,2.11,67.74629281942637,59.24999122956061,95.5762420392764,95.5762420392764,75.5863204734612,66.96593799721349,2,NA,1.2517647743225098,1
4,3,178,critical,whd,60,lower,1,1.3,57,133,133,57,55,55,2,h,4.649242401123047,1
4,3,179,critical,dhw,45,upper,1,1.2,117,117,200,125,125,200,3,w,2.374737024307251,1
4,3,180,catch,NA,NA,NA,3,3.2,70,120,97,93,126,199,3,NA,1.1474273204803467,1
4,3,181,critical,hdw,60,lower,3,3.2,133,57,55,55,57,133,3,w,1.629333734512329,1
4,3,182,critical,dhw,45,upper,4,4.2,117,117,200,125,125,200,2,h,1.475106954574585,1
4,3,183,filler_square,NA,NA,NA,2.2,2.22,179.67836837420384,179.67836837420384,115.73103483858173,148.38934661612836,116.17033855028453,162.51784372624886,1,NA,0.9085888862609863,1
4,3,184,filler_random,NA,NA,NA,1,1.1,65.14834506663318,87.95489979241007,111.89423792035436,88.65312519377913,188.58958661119576,146.4687052731969,3,NA,1.1417620182037354,1
4,3,185,filler_random,NA,NA,NA,4,4.1,190.7053682272116,85.02729101953909,80.61231562678061,159.00656025322957,127.50281485897649,72.05600118831653,1,NA,1.6157104969024658,1
4,3,186,critical,hwd,45,upper,2.1,2.12,200,125,125,200,117,117,1,h,1.9295785427093506,1
4,3,187,filler_random,NA,NA,NA,2.2,2.21,144.34788563133236,123.20555953104933,97.562797992019,150.69817721502,166.2159547304489,87.62661815855053,3,NA,3.4343771934509277,0
4,3,188,filler_square,NA,NA,NA,2.1,2.12,145.35382125508715,152.23012224716456,59.313279813451736,151.20854184805262,180.83863503515477,180.83863503515477,3,NA,0.9834785461425781,1
4,3,189,critical,whd,60,upper,2.1,2.12,125,200,200,125,100,100,2,h,2.0436856746673584,1
4,3,190,critical,dwh,45,lower,2.1,2.11,65,65,57,133,133,57,2,w,1.5986673831939697,1
4,3,191,critical,wdh,45,upper,2.1,2.11,125,200,117,117,200,125,1,w,2.102053165435791,1
4,3,192,filler_random,NA,NA,NA,4,4.1,185.10421921362936,195.35223443823497,114.91666671503297,133.2046777766044,153.452475690655,59.54752417853305,1,NA,0.9308631420135498,1
4,3,193,critical,dhw,60,upper,1,1.2,100,100,200,125,125,200,2,h,2.07456111907959,1
4,3,194,catch,NA,NA,NA,3,3.2,61,129,129,196,63,127,2,NA,1.8777589797973633,1
4,3,195,critical,whd,60,upper,4,4.1,125,200,200,125,100,100,1,w,1.7466835975646973,1
4,3,196,critical,dhw,60,lower,2.1,2.12,55,55,133,57,57,133,3,w,3.357139825820923,1
4,3,197,filler_random,NA,NA,NA,4,4.1,135.89411396743208,167.0093666526587,179.39715023678966,119.1166394671051,173.32453696732864,182.69661109135293,3,NA,1.2656731605529785,1
4,3,198,critical,hwd,60,lower,3,3.1,133,57,57,133,55,55,1,h,5.5506932735443115,1
4,3,199,filler_square,NA,NA,NA,1,1.2,130.10884031789536,106.94555607205517,159.39408493426708,159.39408493426708,108.48785973150716,78.81399614000436,2,NA,0.8611774444580078,1
4,3,200,critical,hwd,45,upper,3,3.2,200,125,125,200,117,117,1,h,4.875308275222778,1
4,3,201,critical,hdw,60,upper,2.1,2.12,200,125,100,100,125,200,3,w,1.929927110671997,1
4,3,202,critical,whd,45,upper,2.1,2.12,125,200,200,125,117,117,2,h,3.1007511615753174,1
4,3,203,critical,hdw,45,upper,4,4.2,200,125,117,117,125,200,3,w,2.102943181991577,1
4,3,204,filler_square,NA,NA,NA,1,1.1,73.98968611308291,72.46570092682003,153.862408766575,153.862408766575,87.80404434036087,115.97808184813493,2,NA,0.9816298484802246,1
4,3,205,filler_square,NA,NA,NA,4,4.1,61.67797886681636,132.36605572858576,139.7704781689335,77.16093371001848,145.68393944365175,145.68393944365175,3,NA,0.9805643558502197,1
4,3,206,critical,wdh,60,upper,1,1.2,125,200,100,100,200,125,1,w,1.87528395652771,1
4,3,207,critical,wdh,60,lower,1,1.2,57,133,55,55,133,57,1,w,2.1418261528015137,1
4,3,208,critical,dwh,45,lower,2.1,2.12,65,65,57,133,133,57,3,h,2.7368757724761963,1
4,3,209,critical,dhw,60,lower,4,4.1,55,55,133,57,57,133,2,h,1.601625919342041,1
4,3,210,critical,hdw,60,lower,2.1,2.12,133,57,55,55,57,133,3,w,4.535297632217407,1
5,1,1,filler_square,NA,NA,NA,4,4.1,68.69367492412195,68.69367492412195,59.30834826356589,67.86853179679815,64.23948654394407,60.128884084066144,1,NA,7.795147180557251,1
5,1,2,critical,dwh,45,lower,1,1.3,65,65,57,133,133,57,2,w,6.66295313835144,1
5,1,3,filler_random,NA,NA,NA,4,4.1,102.29061533308425,77.36168905393244,94.56573419399162,176.1101505930387,193.87506439827666,125.99804407730765,3,NA,2.1502044200897217,1
5,1,5,filler_square,NA,NA,NA,1,1.2,82.57352787915363,60.79359558836745,73.51714583742526,91.22541028271435,152.1402664554701,152.1402664554701,3,NA,2.1474618911743164,1
5,1,6,catch,NA,NA,NA,2.2,2.22,135,190,130,60,110,80,1,NA,2.064875364303589,1
5,1,7,critical,hdw,45,upper,2.1,2.11,200,125,117,117,125,200,3,w,3.6963469982147217,1
5,1,8,critical,hdw,60,upper,2.1,2.12,200,125,100,100,125,200,1,h,3.141854763031006,1
5,1,9,critical,dhw,45,upper,2.1,2.11,117,117,200,125,125,200,3,w,1.8257832527160645,1
5,1,10,critical,dhw,60,upper,2.1,2.12,100,100,200,125,125,200,2,h,2.0593600273132324,1
5,1,11,critical,wdh,45,upper,2.1,2.11,125,200,117,117,200,125,1,w,2.261434555053711,1
5,1,13,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,3,h,5.145326614379883,1
5,1,14,critical,dhw,45,lower,3,3.1,65,65,133,57,57,133,3,w,2.1169800758361816,1
5,1,15,critical,hdw,60,upper,2.1,2.12,200,125,100,100,125,200,3,w,1.6212780475616455,1
5,1,16,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,2,w,2.466524839401245,1
5,1,17,filler_random,NA,NA,NA,2.2,2.21,155.03524728699978,188.23029013871022,63.77455318684679,60.80503756176884,149.11691828911745,172.38922778593044,3,NA,2.6341471672058105,0
5,1,18,filler_square,NA,NA,NA,3,3.2,75.72911358651679,75.72911358651679,60.20190684791744,60.10522440257009,60.07874021853238,57.912829384559224,1,NA,3.506695032119751,1
5,1,20,filler_square,NA,NA,NA,4,4.2,190.87124067633877,190.87124067633877,58.96697981373726,64.49260520430823,152.48665007360796,119.03859175088559,1,NA,1.8669133186340332,1
5,1,21,filler_square,NA,NA,NA,3,3.1,109.60090470392907,111.04811080923176,114.66947784095262,114.66947784095262,98.01007273989657,60.14946978879461,2,NA,1.543018102645874,1
5,1,22,critical,dhw,45,lower,4,4.2,65,65,133,57,57,133,3,w,4.3592681884765625,1
5,1,23,filler_square,NA,NA,NA,3,3.2,61.439694734477655,72.49526723247321,79.84380173639785,79.84380173639785,60.75844080123332,69.84524057804968,2,NA,3.1060903072357178,1
5,1,24,filler_random,NA,NA,NA,3,3.1,194.13574750844575,61.164836512692055,129.5759516273706,87.16854843257822,183.09418146663762,189.56371108671664,3,NA,1.3332586288452148,1
5,1,25,filler_random,NA,NA,NA,3,3.2,106.66842967294355,94.0510462650669,110.7198888989859,174.31424557793667,113.66982084470959,167.80994366241129,2,NA,2.295635461807251,1
5,1,26,catch,NA,NA,NA,3,3.2,82,108,147,178,112,78,2,NA,2.1780056953430176,1
5,1,27,catch,NA,NA,NA,2.2,2.22,133,192,117,73,115,75,1,NA,1.517791986465454,1
5,1,29,critical,whd,60,upper,2.1,2.11,125,200,200,125,100,100,2,h,2.8706753253936768,1
5,1,30,catch,NA,NA,NA,2.1,2.12,126,64,125,65,132,193,3,NA,2.3749825954437256,1
5,1,32,critical,hwd,45,lower,4,4.2,133,57,57,133,65,65,3,d,5.03681206703186,0
5,1,33,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,3,w,2.3002119064331055,1
5,1,34,critical,dhw,60,upper,2.1,2.12,100,100,200,125,125,200,3,w,4.07471489906311,1
5,1,35,filler_square,NA,NA,NA,3,3.1,110.41856012052031,110.41856012052031,71.41579754787327,59.13255521633062,72.65974192704131,107.49737933427849,1,NA,3.437488555908203,1
5,1,36,critical,hwd,60,upper,3,3.2,200,125,125,200,100,100,1,h,3.8567922115325928,1
5,1,37,critical,hdw,60,lower,2.1,2.11,133,57,55,55,57,133,1,h,2.337393283843994,1
5,1,38,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,2,w,2.0865907669067383,1
5,1,39,filler_square,NA,NA,NA,2.1,2.12,135.12188498402998,60.62063790285517,152.6101061722657,152.6101061722657,92.30036067899685,60.98525962726453,2,NA,1.3201637268066406,1
5,1,40,filler_random,NA,NA,NA,1,1.1,189.2931427877497,145.04958742582454,123.13542278893426,135.64411838314072,57.96706942537558,116.50970288819587,1,NA,2.2987749576568604,1
5,1,41,filler_random,NA,NA,NA,1,1.1,87.82255010425884,70.90786849395386,164.64616025252155,174.55241233103297,118.20091568674317,188.14126623608095,2,NA,1.873934268951416,1
5,1,42,critical,hwd,45,lower,2.1,2.12,133,57,57,133,65,65,2,w,5.999420404434204,1
5,1,43,filler_random,NA,NA,NA,1,1.2,131.98898040144417,87.18294333951587,97.04740979021048,143.71594407485702,130.64228530715695,98.1464779818281,2,NA,5.39684796333313,1
5,1,44,filler_random,NA,NA,NA,4,4.1,148.8997122074705,185.3697680448716,103.59890645502884,96.55629136951762,112.13874972970771,145.29417781877487,1,NA,1.2246577739715576,1
5,1,45,critical,whd,60,lower,2.1,2.12,57,133,133,57,55,55,1,w,4.634026527404785,1
5,1,47,critical,wdh,60,upper,1,1.2,125,200,100,100,200,125,1,w,1.7236201763153076,1
5,1,49,catch,NA,NA,NA,2.1,2.12,96,94,187,138,111,79,2,NA,0.9829204082489014,1
5,1,50,critical,dhw,45,upper,3,3.2,117,117,200,125,125,200,3,w,2.4507861137390137,1
5,1,51,filler_square,NA,NA,NA,1,1.2,183.44013986899512,172.7369617255165,77.22063233616876,146.01188310614248,193.70056678066365,193.70056678066365,3,NA,4.062047243118286,1
5,1,52,catch,NA,NA,NA,2.2,2.22,74,116,130,60,185,140,3,NA,2.4843451976776123,1
5,1,53,critical,dwh,60,lower,4,4.1,55,55,57,133,133,57,3,h,5.8137006759643555,1
5,1,54,catch,NA,NA,NA,1,1.2,78,112,61,129,169,156,3,NA,1.643669605255127,1
5,1,55,critical,wdh,45,lower,1,1.2,57,133,65,65,133,57,3,h,3.9808220863342285,1
5,1,56,filler_square,NA,NA,NA,1,1.2,67.01707724261658,66.22132774800772,102.30017570027094,59.38374859718101,118.04303501232802,118.04303501232802,3,NA,1.9319899082183838,1
5,1,57,filler_random,NA,NA,NA,2.2,2.22,133.8913361901955,185.31695697375238,91.73171770025951,146.55505842661978,93.22626560531089,106.38770043072927,1,NA,1.7335755825042725,1
5,1,58,filler_random,NA,NA,NA,4,4.1,161.51354445276706,148.22644148667985,117.10978715267416,137.7452317142632,184.97522881562872,157.51673477676437,3,NA,2.3158304691314697,1
5,1,59,critical,hwd,45,upper,2.1,2.11,200,125,125,200,117,117,2,w,4.7676873207092285,1
5,1,60,critical,whd,60,upper,2.1,2.11,125,200,200,125,100,100,1,w,2.3657803535461426,1
5,1,62,critical,hwd,60,upper,2.1,2.12,200,125,125,200,100,100,2,w,4.943194150924683,1
5,1,63,critical,dwh,60,lower,3,3.2,55,55,57,133,133,57,3,h,3.368870973587036,1
5,1,64,critical,dwh,45,lower,3,3.2,65,65,57,133,133,57,3,h,1.088810920715332,1
5,1,65,critical,hwd,60,lower,3,3.1,133,57,57,133,55,55,1,h,2.5489749908447266,1
5,1,66,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,3,h,2.15792179107666,1
5,1,67,critical,hdw,45,lower,2.1,2.12,133,57,65,65,57,133,3,w,1.628089427947998,1
5,1,68,filler_square,NA,NA,NA,4,4.1,170.82341202131101,170.82341202131101,157.8470674258332,68.8062942693391,162.22164514607314,134.93522210818304,1,NA,1.3459532260894775,1
5,1,69,critical,dwh,45,lower,4,4.1,65,65,57,133,133,57,3,h,2.9062209129333496,1
5,1,70,filler_square,NA,NA,NA,2.2,2.21,91.90554296464566,91.90554296464566,61.9519696180211,66.519799545032825,73.55779890900186,58.78943582314441,1,NA,5.008650779724121,1
5,1,71,critical,dwh,60,upper,2.1,2.11,100,100,125,200,200,125,2,w,3.9942095279693604,1
5,1,72,critical,hwd,60,upper,4,4.1,200,125,125,200,100,100,2,w,6.803231477737427,1
5,1,73,filler_square,NA,NA,NA,3,3.2,61.85728586273257,77.74110403761648,136.36664407774106,136.36664407774106,123.62437434717391,85.90648863939616,2,NA,1.2186250686645508,1
5,1,74,catch,NA,NA,NA,1,1.2,61,129,124,66,140,185,3,NA,1.1998670101165771,1
5,1,75,filler_random,NA,NA,NA,2.1,2.12,100.0677700085467,105.6235835132953,131.153598559369,81.45647300599504,91.89978244006232,97.26177301884681,1,NA,1.9337124824523926,0
