participant,block,trial,effect,order,distance,diag,config_1,config_2,h_1,w_1,h_2,w_2,h_3,w_3,choice,choice_name,rt,correct
2,2,190,critical,dwh,60,upper,2.1,2.12,100,100,125,200,200,125,3,h,1.3401572704315186,1
2,2,191,filler_square,NA,NA,NA,4,4.1,150.77242511194856,102.78206220405406,151.16626213482627,151.16626213482627,79.2653934939739,61.44307842491254,2,NA,0.6596620082855225,1
2,2,192,filler_random,NA,NA,NA,2.1,2.12,80.44232675765623,142.60427402693176,107.9274071148738,195.82781990264863,156.78559732000642,174.53517014129295,3,NA,0.8231387138366699,1
2,2,193,critical,hwd,45,upper,2.1,2.11,200,125,125,200,117,117,2,w,0.88375091552734375,1
2,2,194,critical,dwh,60,lower,3,3.1,55,55,57,133,133,57,2,w,1.0290958881378174,1
2,2,195,filler_square,NA,NA,NA,2.2,2.22,106.46012214882927,106.46012214882927,67.30748625570939,60.50859365259529,98.43002548697814,74.81274706551132,1,NA,1.3820993900299072,1
2,2,196,filler_square,NA,NA,NA,1,1.2,57.34668294483776,57.4406561055263,57.7727225714953,57.7727225714953,57.11707238166417,57.653468475378055,2,NA,1.9980616569519043,1
2,2,197,critical,hwd,60,lower,2.1,2.11,133,57,57,133,55,55,2,w,1.0671827793121338,1
2,2,198,critical,dhw,60,lower,2.1,2.11,55,55,133,57,57,133,2,h,1.5234298706054688,1
2,2,199,filler_square,NA,NA,NA,2.2,2.22,138.837671518531,138.837671518531,131.08574855243864,130.4295226765301,114.98552666396266,65.03737060128853,1,NA,1.2691216468811035,1
2,2,200,critical,hdw,45,upper,3,3.1,200,125,117,117,125,200,1,h,1.0159170627593994,1
2,2,201,filler_random,NA,NA,NA,1,1.2,108.05396295934725,196.92248004406167,183.02660183291692,122.85077550271082,68.68231445103191,175.3903301619652,1,NA,2.629276990890503,0
2,2,202,filler_random,NA,NA,NA,2.2,2.22,69.84112489636594,61.391022206635746,149.06979283768993,183.64547169654767,168.8741140838493,69.70119258101572,2,NA,0.8932819366455078,1
2,2,203,critical,wdh,45,lower,2.1,2.12,57,133,65,65,133,57,3,h,1.2590432167053223,1
2,2,204,filler_random,NA,NA,NA,3,3.2,132.7983317852279,176.62058392235656,71.11115180547458,96.12536051680223,195.41481715078433,152.60102961750482,3,NA,0.9464693069458008,1
2,2,205,filler_square,NA,NA,NA,2.2,2.21,167.46504381642876,138.9959173251967,124.68774843589648,57.7822750876413,178.72299505546536,178.72299505546536,3,NA,0.8813979625701904,1
2,2,206,filler_square,NA,NA,NA,2.2,2.22,57.28610671906216,57.000030739916596,57.33508855733675,57.33508855733675,57.08281137213379,57.04066712369805,3,NA,1.2545011043548584,0
2,2,207,filler_square,NA,NA,NA,1,1.1,84.60846348554637,84.60846348554637,64.12278569269549,58.65562059942955,67.85117048602109,77.75178276470521,3,NA,1.0195121765136719,0
2,2,208,critical,dhw,45,lower,2.1,2.11,65,65,133,57,57,133,3,w,1.4650671482086182,1
2,2,209,critical,wdh,60,upper,2.1,2.11,125,200,100,100,200,125,1,w,0.8221838474273682,1
2,2,210,critical,hwd,60,upper,1,1.3,200,125,125,200,100,100,2,w,1.5165679454803467,1
2,3,2,filler_square,NA,NA,NA,2.2,2.22,61.00761584650661,127.9602776467814,136.69481207622135,136.69481207622135,75.3140014762292,114.49060815526485,2,NA,0.859520673751831,1
2,3,3,critical,dwh,45,lower,4,4.1,65,65,57,133,133,57,2,w,1.2330076694488525,1
2,3,4,critical,hdw,60,lower,1,1.1,133,57,55,55,57,133,3,w,0.8577573299407959,1
2,3,5,critical,whd,45,upper,4,4.2,125,200,200,125,117,117,1,w,1.2401385307312012,1
2,3,6,filler_random,NA,NA,NA,3,3.1,193.26943550836927,160.0788597917653,92.59336237903251,109.150834424274,142.21624746253315,63.510150489973746,1,NA,0.766183614730835,1
2,3,7,critical,hwd,45,upper,1,1.3,200,125,125,200,117,117,2,w,1.8557803630828857,1
2,3,8,critical,hwd,45,lower,3,3.2,133,57,57,133,65,65,2,w,1.3110365867614746,1
2,3,9,critical,wdh,60,lower,4,4.2,57,133,55,55,133,57,3,h,1.257631778717041,1
2,3,10,critical,dwh,45,lower,2.1,2.12,65,65,57,133,133,57,3,h,1.0174224376678467,1
2,3,11,filler_square,NA,NA,NA,2.2,2.21,121.82028464911,86.81871769492327,123.18295023553571,123.18295023553571,66.1921580818337,71.39808263140888,2,NA,0.7885103225708008,1
2,3,12,filler_random,NA,NA,NA,1,1.2,160.01272651459746,79.79255705737224,151.8193699514443,173.16384755333996,117.71683151671884,195.28124478102066,2,NA,0.7973785400390625,1
2,3,13,critical,hwd,45,upper,3,3.2,200,125,125,200,117,117,1,h,1.5156781673431396,1
2,3,14,filler_square,NA,NA,NA,1,1.1,183.13344273846855,183.13344273846855,148.5642497651905,154.7903486792238,138.67392847915937,175.86921644342289,1,NA,1.0775079727172852,1
2,3,15,critical,hwd,60,lower,1,1.1,133,57,57,133,55,55,2,w,0.9045858383178711,1
2,3,16,critical,dwh,45,lower,2.1,2.12,65,65,57,133,133,57,2,w,0.8529493808746338,1
2,3,17,filler_random,NA,NA,NA,2.1,2.12,177.7803254868411,188.34877746073624,74.83975634975731,100.26936156060819,195.90377506855654,86.62625544976923,1,NA,1.0168538093566895,1
2,3,18,catch,NA,NA,NA,1,1.1,104,86,106,84,161,164,2,NA,0.71246337890625,0
2,3,19,critical,hwd,45,lower,2.1,2.11,133,57,57,133,65,65,2,w,3.4343276023864746,1
2,3,20,critical,whd,60,upper,3,3.2,125,200,200,125,100,100,1,w,1.0913591384887695,1
2,3,21,filler_random,NA,NA,NA,4,4.1,59.90544810757462,140.94070938949167,74.59290251606294,106.3223253533674,125.44634339992767,109.30278751481056,3,NA,0.87113356590271,1
2,3,22,critical,hwd,60,upper,4,4.1,200,125,125,200,100,100,1,h,1.1882588863372803,1
2,3,23,critical,hdw,45,lower,3,3.1,133,57,65,65,57,133,3,w,0.8295490741729736,1
2,3,24,critical,dhw,60,lower,2.1,2.12,55,55,133,57,57,133,3,w,1.7473680973052979,1
2,3,25,catch,NA,NA,NA,1,1.2,90,100,181,144,82,108,2,NA,0.81060791015625,1
2,3,26,filler_random,NA,NA,NA,1,1.2,132.3349672583578,96.44956427451484,186.10954922927482,72.8972493941372,135.08343435028013,140.92410766487768,3,NA,0.8547844886779785,1
2,3,27,critical,hdw,45,lower,4,4.2,133,57,65,65,57,133,3,w,1.3213934898376465,1
2,3,28,critical,dhw,60,upper,2.1,2.11,100,100,200,125,125,200,2,h,1.0452256202697754,1
2,3,29,critical,hwd,45,lower,4,4.2,133,57,57,133,65,65,2,w,1.4512290954589844,1
2,3,30,critical,dwh,45,lower,1,1.1,65,65,57,133,133,57,3,h,1.036559820175171,1
2,3,31,critical,hwd,60,upper,2.1,2.11,200,125,125,200,100,100,1,h,1.0431666374206543,1
2,3,32,filler_random,NA,NA,NA,3,3.2,136.34306521497695,138.58077582288604,179.77287685683018,191.85852975573562,66.36091445707308,132.83398116940458,2,NA,0.8155624866485596,1
2,3,33,filler_random,NA,NA,NA,2.1,2.11,198.14713548881545,156.0393452970243,78.71260024063827,141.15390481864003,108.36955316515667,103.83108570556047,1,NA,0.7730474472045898,1
2,3,34,filler_square,NA,NA,NA,1,1.1,196.26311015109044,196.26311015109044,101.87941153274988,147.15113052408776,128.4629473645869,167.69744105754518,1,NA,0.9737532138824463,1
2,3,35,critical,whd,45,lower,1,1.1,57,133,133,57,65,65,2,h,1.1495459079742432,1
2,3,36,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,1,h,1.8946099281311035,1
2,3,37,critical,dwh,60,upper,1,1.1,100,100,125,200,200,125,2,w,1.2208716869354248,1
2,3,38,critical,dhw,45,lower,3,3.2,65,65,133,57,57,133,3,w,0.9347388744354248,1
2,3,39,critical,dhw,60,lower,4,4.1,55,55,133,57,57,133,3,w,1.0258047580718994,1
2,3,40,critical,whd,45,upper,2.1,2.12,125,200,200,125,117,117,2,h,0.9575586318969727,1
2,3,41,filler_square,NA,NA,NA,2.1,2.12,106.37532970837455,97.04376685699663,137.5745970361353,137.5745970361353,122.31437092990487,68.46272845145482,2,NA,1.803947925567627,1
2,3,42,filler_random,NA,NA,NA,2.1,2.11,195.55953547539661,122.54038081860966,103.4881278239194,193.22461858120434,110.69455607739064,57.60902973108156,1,NA,0.8344535827636719,1
2,3,43,critical,wdh,60,lower,1,1.3,57,133,55,55,133,57,3,h,1.0520193576812744,1
2,3,44,catch,NA,NA,NA,3,3.1,116,74,94,96,148,177,3,NA,0.9947237968444824,1
2,3,45,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,3,h,1.16977858543396,1
2,3,46,filler_square,NA,NA,NA,3,3.1,81.2038725943546,81.44420732488857,96.03591914793651,98.57500210916301,117.87772347064745,117.87772347064745,3,NA,0.884042501449585,1
2,3,47,critical,wdh,45,lower,2.1,2.12,57,133,65,65,133,57,1,w,1.5563788414001465,1
2,3,48,filler_random,NA,NA,NA,1,1.3,70.46607260324254,127.417895247966,102.91334815471481,172.94473829443217,137.96452354123073,149.24827234655027,3,NA,1.5093047618865967,1
2,3,49,filler_square,NA,NA,NA,3,3.2,74.76982551942262,74.76982551942262,66.5747627683668,66.80345000898151,73.89923650549453,67.55872743742306,1,NA,2.925717353820801,1
2,3,50,filler_random,NA,NA,NA,1,1.1,199.49729126787003,78.4437042650031,146.1001003931217,67.40175099572946,149.45153419469992,143.31158225918972,3,NA,0.8315212726593018,1
2,3,51,critical,hwd,60,upper,1,1.1,200,125,125,200,100,100,2,w,1.2311315536499023,1
2,3,52,filler_square,NA,NA,NA,3,3.1,97.25921331825703,120.74319972543219,182.26707161318936,182.26707161318936,127.14124168280972,167.75588877090468,2,NA,1.2089979648590088,1
2,3,53,filler_square,NA,NA,NA,2.1,2.11,115.31448382191843,70.29048646772918,123.25738826188324,123.25738826188324,76.02603238854583,108.39774803289421,2,NA,0.9800546169281006,1
2,3,54,critical,dhw,45,lower,1,1.3,65,65,133,57,57,133,3,w,1.1654186248779297,1
2,3,55,filler_square,NA,NA,NA,2.2,2.22,87.84424249045516,104.60030604113608,110.33738276433756,71.03100541870289,114.74644897663728,114.74644897663728,3,NA,1.2315266132354736,1
2,3,56,filler_random,NA,NA,NA,3,3.2,139.570794944375,196.37487727117946,93.5105349326977,153.84289426274694,66.07367916811734,164.0402144300336,1,NA,1.2336697578430176,1
2,3,57,critical,dwh,60,lower,1,1.1,55,55,57,133,133,57,2,w,1.0351524353027344,1
2,3,58,filler_random,NA,NA,NA,4,4.1,127.87815159887775,119.82962597629295,182.77662410856806,74.38346215164538,59.211808859402716,198.00975128995336,1,NA,1.850219964981079,1
2,3,59,filler_random,NA,NA,NA,2.2,2.21,133.45993404303533,106.33523477627199,153.82709269295668,157.17276126281703,112.45317346618508,71.51675688011898,2,NA,0.9062328338623047,1
2,3,60,critical,whd,60,lower,1,1.2,57,133,133,57,55,55,1,w,1.014571189880371,1
2,3,61,critical,dhw,45,lower,2.1,2.12,65,65,133,57,57,133,2,h,0.9412291049957275,1
2,3,62,critical,wdh,45,lower,4,4.1,57,133,65,65,133,57,3,h,1.8873107433319092,1
2,3,63,critical,wdh,45,lower,1,1.1,57,133,65,65,133,57,3,h,1.3779261112213135,1
2,3,64,critical,dhw,45,upper,4,4.2,117,117,200,125,125,200,3,w,1.4256455898284912,1
2,3,65,critical,whd,45,lower,2.1,2.12,57,133,133,57,65,65,2,h,1.2155308723449707,1
2,3,66,filler_random,NA,NA,NA,2.1,2.12,88.80036975947986,140.96476486079354,100.80208595268965,98.04395319663357,186.6253936039789,172.69081378146956,3,NA,0.9813127517700195,1
2,3,67,critical,dwh,60,lower,2.1,2.11,55,55,57,133,133,57,2,w,1.12632155418396,1
2,3,68,filler_square,NA,NA,NA,2.2,2.21,83.73744646377412,83.73744646377412,69.42058203076624,61.16681195058666,77.84424886842535,83.10349542100094,3,NA,1.2861452102661133,0
2,3,69,critical,hwd,60,lower,3,3.1,133,57,57,133,55,55,2,w,1.0925517082214355,1
2,3,70,critical,hwd,60,lower,2.1,2.11,133,57,57,133,55,55,1,h,1.172499179840088,1
2,3,71,critical,dhw,60,upper,2.1,2.11,100,100,200,125,125,200,3,w,1.061448574066162,1
2,3,72,critical,dhw,60,upper,1,1.3,100,100,200,125,125,200,2,h,0.8818485736846924,1
2,3,73,critical,hdw,60,lower,2.1,2.11,133,57,55,55,57,133,3,w,1.0434985160827637,1
2,3,74,filler_square,NA,NA,NA,1,1.3,142.71858830459706,142.71858830459706,75.27577568825106,81.09335663435965,106.50101394708844,132.96267624017685,3,NA,1.0162367820739746,0
2,3,75,filler_square,NA,NA,NA,1,1.1,80.35655456406465,59.222075018738146,69.14580635729824,95.54255224727571,110.19816493855188,110.19816493855188,3,NA,0.7480847835540771,1
2,3,76,catch,NA,NA,NA,1,1.1,120,70,182,143,133,57,2,NA,0.7452738285064697,1
2,3,77,critical,dhw,60,lower,2.1,2.11,55,55,133,57,57,133,2,h,1.2264091968536377,1
2,3,78,critical,dhw,45,upper,2.1,2.12,117,117,200,125,125,200,3,w,1.5878663063049316,1
2,3,79,critical,dwh,60,upper,3,3.2,100,100,125,200,200,125,2,w,0.9431445598602295,1
2,3,80,critical,hdw,60,lower,3,3.1,133,57,55,55,57,133,3,w,1.0202181339263916,1
2,3,81,critical,whd,60,lower,2.1,2.11,57,133,133,57,55,55,2,h,1.1738343238830566,1
2,3,82,filler_random,NA,NA,NA,2.2,2.22,186.21472406283277,138.4505717913932,194.03103313012946,116.6488773984683,170.28596026627338,84.5794978290796,1,NA,1.1156439781188965,1
2,3,83,filler_random,NA,NA,NA,1,1.2,79.3644776605767,128.03060151362985,128.9379889058124,131.64989916180878,193.31606746657624,114.53409800497445,3,NA,1.283562183380127,1
2,3,84,catch,NA,NA,NA,1,1.2,175,150,133,57,107,83,1,NA,0.8569750785827637,1
2,3,85,filler_square,NA,NA,NA,3,3.1,58.891737697568956,59.28372665233448,118.39279843786775,118.39279843786775,75.32725166206262,92.86992737121048,2,NA,0.74501633644104,1
2,3,86,catch,NA,NA,NA,1,1.1,132,58,123,67,191,134,3,NA,0.7587664127349854,1
2,3,87,filler_random,NA,NA,NA,1,1.1,114.66901697087077,171.70935632575603,74.22852472795402,126.14955403350243,73.58989843062696,85.1123502361979,1,NA,0.9359443187713623,1
2,3,88,critical,hdw,60,upper,2.1,2.12,200,125,100,100,125,200,1,h,1.105421781539917,1
2,3,89,filler_random,NA,NA,NA,4,4.1,155.01468542538134,160.65193099387648,148.8203493547711,175.20844771879084,165.24107695556847,101.75348016938219,1,NA,1.495154619216919,0
2,3,90,filler_square,NA,NA,NA,3,3.2,105.75826602709193,109.37552301700744,109.35793371245482,136.6291575072379,144.8094604135925,144.8094604135925,3,NA,1.0274074077606201,1
2,3,91,filler_square,NA,NA,NA,1,1.2,73.34177736975785,102.30769270796787,88.34861532753227,68.61559094288573,122.99478511805518,122.99478511805518,3,NA,0.840599536895752,1
2,3,92,catch,NA,NA,NA,2.1,2.11,77,113,183,142,117,73,2,NA,1.1667182445526123,1
2,3,93,filler_square,NA,NA,NA,4,4.2,69.63191946724791,70.91308820993865,57.06066774954875,62.934663294276746,75.94745165194912,75.94745165194912,3,NA,1.2242364883422852,1
2,3,94,critical,hwd,45,lower,1,1.2,133,57,57,133,65,65,2,w,1.575653314590454,1
2,3,95,critical,hdw,45,lower,1,1.3,133,57,65,65,57,133,1,h,2.2290470600128174,1
2,3,96,critical,wdh,45,upper,2.1,2.11,125,200,117,117,200,125,3,h,1.1266803741455078,1
2,3,97,filler_square,NA,NA,NA,3,3.2,122.80959689761258,122.80959689761258,118.53982187056135,95.97567567386392,99.9187511975425,99.43245095274216,2,NA,1.2521135807037354,0
2,3,98,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,1,h,0.9812061786651611,1
2,3,99,critical,wdh,60,upper,2.1,2.11,125,200,100,100,200,125,3,h,0.9693253040313721,1
2,3,100,filler_random,NA,NA,NA,2.1,2.12,173.9729918030273,185.60270128136423,75.10600967398004,111.83243804398634,95.83475230207792,73.35041271930685,1,NA,0.9929542541503906,1
2,3,101,filler_square,NA,NA,NA,3,3.1,82.2781203693641,153.3968673997428,186.84694777444847,186.84694777444847,164.85436868124492,165.2435044131534,2,NA,0.9424471855163574,1
2,3,102,critical,hdw,60,lower,2.1,2.12,133,57,55,55,57,133,3,w,1.0558769702911377,1
2,3,103,critical,dhw,45,lower,2.1,2.12,65,65,133,57,57,133,3,w,1.0016884803771973,1
2,3,104,critical,hdw,60,upper,2.1,2.12,200,125,100,100,125,200,3,w,1.0196774005889893,1
2,3,105,filler_square,NA,NA,NA,2.2,2.22,75.7765598151675,71.5725025975862,76.71834647924575,76.71834647924575,76.09145598739686,71.43410090948491,3,NA,1.5267307758331299,0
2,3,106,critical,hwd,60,upper,2.1,2.12,200,125,125,200,100,100,1,h,1.0655848979949951,1
2,3,107,filler_random,NA,NA,NA,2.1,2.12,67.06511343701942,91.49371313356555,107.71085571572394,80.76773454503602,113.98279307524058,145.33266478017413,3,NA,2.109346866607666,1
2,3,108,filler_square,NA,NA,NA,2.1,2.12,57.04603139731078,57.179906270565716,57.5023847918798,57.5023847918798,57.32398861592315,57.47398221232763,3,NA,1.5483450889587402,0
2,3,109,critical,dhw,60,lower,3,3.2,55,55,133,57,57,133,3,w,0.9180126190185547,1
2,3,110,critical,whd,60,lower,4,4.1,57,133,133,57,55,55,2,h,1.5041296482086182,1
2,3,111,filler_random,NA,NA,NA,4,4.1,170.04694687680265,132.49853721807182,192.07208947884575,134.07771650721617,194.5699045870563,118.65804727049232,2,NA,1.058805227279663,1
2,3,112,filler_square,NA,NA,NA,2.2,2.21,157.02773894869554,162.2630619612693,165.17898534617802,165.17898534617802,106.55744418820458,152.79450118923236,1,NA,1.2492873668670654,0
2,3,113,critical,dwh,60,lower,4,4.1,55,55,57,133,133,57,2,w,1.113863468170166,1
2,3,114,critical,wdh,60,lower,2.1,2.11,57,133,55,55,133,57,3,h,1.2309150695800781,1
2,3,115,filler_square,NA,NA,NA,4,4.1,130.77000541362028,130.77000541362028,113.63173366058828,124.03187378534005,81.91424685910877,74.04880792480941,1,NA,1.1578149795532227,1
2,3,116,critical,wdh,45,upper,3,3.1,125,200,117,117,200,125,3,h,1.217956781387329,1
2,3,117,filler_square,NA,NA,NA,1,1.3,176.26414109960632,176.26414109960632,69.57428541794616,172.99280012014876,111.44755892209233,144.4282337323919,1,NA,0.8899087905883789,1
2,3,118,filler_square,NA,NA,NA,1,1.1,136.8352760402908,165.53332056053546,77.43024907804956,132.34585032777193,172.29048993766827,172.29048993766827,3,NA,0.900688648223877,1
2,3,119,critical,hdw,60,upper,3,3.1,200,125,100,100,125,200,1,h,0.9098222255706787,1
2,3,120,critical,dwh,60,upper,4,4.1,100,100,125,200,200,125,2,w,0.8831007480621338,1
2,3,121,critical,whd,45,lower,4,4.1,57,133,133,57,65,65,1,w,3.348471164703369,1
2,3,122,filler_square,NA,NA,NA,4,4.1,127.65192253231298,127.65192253231298,92.28979836792743,66.92003957479915,110.14545226802002,68.78958101045295,1,NA,0.7303452491760254,1
2,3,123,catch,NA,NA,NA,4,4.2,116,74,150,175,72,118,2,NA,0.8166522979736328,1
2,3,124,filler_random,NA,NA,NA,2.2,2.22,174.35480443367635,190.5223479810302,118.87832571915376,163.90136788798657,66.93052955645726,75.2888869100119,1,NA,0.7788841724395752,1
2,3,125,catch,NA,NA,NA,4,4.2,180,145,83,107,81,109,1,NA,0.7619078159332275,1
2,3,126,critical,wdh,45,lower,2.1,2.11,57,133,65,65,133,57,1,w,1.902188777923584,1
2,3,127,filler_square,NA,NA,NA,4,4.2,68.37795744331211,162.38687933342268,87.64653273267436,70.8702405926727,180.5718002791632,180.5718002791632,3,NA,0.9569706916809082,1
2,3,128,filler_square,NA,NA,NA,1,1.2,95.67199823425048,126.25189336807149,65.66949730165689,99.71625382645227,160.6465685061894,160.6465685061894,3,NA,0.7785294055938721,1
2,3,129,critical,dwh,60,lower,3,3.2,55,55,57,133,133,57,2,w,1.283092737197876,1
2,3,130,filler_random,NA,NA,NA,2.2,2.22,59.880794533741344,90.30681409377742,98.12027452811407,174.26493913802574,185.86177305616752,163.43687942108153,3,NA,0.7797276973724365,1
2,3,131,filler_random,NA,NA,NA,1,1.3,59.80856509935473,65.67721815804667,72.68503528247962,129.6638007373287,70.4241795200801,111.07494207390309,2,NA,0.9572956562042236,1
2,3,132,filler_random,NA,NA,NA,2.1,2.12,146.83013528346743,112.54634310546058,81.72918818691714,185.11084731695945,173.22231624422716,131.8015810870075,3,NA,1.1131260395050049,1
2,3,133,filler_random,NA,NA,NA,2.2,2.22,130.46431305771802,131.7376837516355,155.56575790998278,117.79950655899019,60.1111933668649,143.68551989312988,2,NA,1.6930935382843018,1
2,3,134,filler_square,NA,NA,NA,1,1.2,77.12019496798268,77.12019496798268,60.45922908394131,60.952229335232175,72.74199312772478,61.61981966309621,1,NA,1.5131862163543701,1
2,3,135,filler_random,NA,NA,NA,2.1,2.12,126.53291849817808,143.82838731648656,113.85481815935793,199.8256124715056,103.37599389568553,110.89663361916269,2,NA,1.2417078018188477,1
2,3,136,filler_random,NA,NA,NA,3,3.1,93.2131047893468,143.60840894398802,76.19862564583826,137.63336693227666,66.21426135999984,121.53074396374733,1,NA,1.0461804866790771,1
2,3,137,filler_square,NA,NA,NA,2.2,2.21,111.9085307452173,94.96996655875162,79.84935650536787,130.73688645427995,180.90480558674548,180.90480558674548,3,NA,0.9913148880004883,1
2,3,138,filler_square,NA,NA,NA,2.1,2.11,86.95562618439962,81.86067050508586,64.1347633900871,100.92641170125304,108.48770730366893,108.48770730366893,2,NA,1.0907700061798096,0
2,3,139,critical,whd,45,upper,1,1.1,125,200,200,125,117,117,2,h,1.7615697383880615,1
2,3,140,filler_random,NA,NA,NA,2.2,2.22,165.38271528978052,191.1093707273888,77.5726554882314,161.7874583623224,105.23469317819976,193.70764313059829,1,NA,1.2853057384490967,1
2,3,141,filler_square,NA,NA,NA,4,4.1,86.41667367566555,81.63410713139581,74.11537399802864,71.33807496348525,88.28439885572561,88.28439885572561,3,NA,1.0078494548797607,1
2,3,142,filler_square,NA,NA,NA,3,3.1,79.45258256955672,73.24599278242155,80.38960996402156,80.38960996402156,73.80514292688076,65.82651141080866,2,NA,1.3564181327819824,1
2,3,143,filler_square,NA,NA,NA,3,3.1,65.84279492051463,100.6547974579344,106.22068546250631,106.22068546250631,60.39661201378877,60.24101039012524,2,NA,0.9796886444091797,1
2,3,144,critical,hdw,60,upper,1,1.3,200,125,100,100,125,200,1,h,1.8061645030975342,1
2,3,145,filler_random,NA,NA,NA,1,1.2,140.2750005782386,93.54847752811636,98.22028456893909,110.38124276621974,86.8430997745526,96.47382516258477,1,NA,2.14666485786438,1
2,3,146,filler_random,NA,NA,NA,4,4.1,59.45572557518673,166.9325114385846,107.90727746045201,195.8477549201604,100.91736673863335,133.8825558274491,2,NA,1.1621356010437012,1
2,3,147,filler_random,NA,NA,NA,1,1.2,159.29392376633473,63.49742793645618,103.94146201016912,153.2703355520656,179.58587475463324,155.41560638676572,3,NA,0.8401257991790771,1
2,3,148,critical,dwh,45,upper,4,4.1,117,117,125,200,200,125,3,h,1.2754549980163574,1
2,3,149,critical,hdw,45,lower,2.1,2.12,133,57,65,65,57,133,3,w,1.8538858890533447,1
2,3,150,critical,whd,60,lower,3,3.2,57,133,133,57,55,55,1,w,1.568145990371704,1
2,3,151,critical,dwh,45,lower,3,3.2,65,65,57,133,133,57,2,w,1.2581312656402588,1
2,3,152,filler_square,NA,NA,NA,2.2,2.22,146.53105277106587,146.53105277106587,97.84954942248045,95.54473595354622,106.4163949342073,83.24241643367567,1,NA,1.0487589836120605,1
2,3,153,critical,dwh,45,upper,1,1.1,117,117,125,200,200,125,2,w,1.194490671157837,1
2,3,154,critical,dhw,60,lower,1,1.2,55,55,133,57,57,133,2,h,1.1840388774871826,1
2,3,155,critical,whd,45,lower,3,3.2,57,133,133,57,65,65,2,h,1.0500917434692383,1
2,3,156,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,2,w,1.607363224029541,1
2,3,157,critical,wdh,60,upper,4,4.2,125,200,100,100,200,125,3,h,1.0768792629241943,1
2,3,158,critical,hwd,60,lower,4,4.2,133,57,57,133,55,55,2,w,1.2403233051300049,1
2,3,159,critical,dwh,45,upper,3,3.1,117,117,125,200,200,125,3,h,1.459298849105835,1
2,3,160,filler_random,NA,NA,NA,2.1,2.12,146.5575727782221,143.31836974920787,148.3456747939239,79.59957661606657,136.9182202446907,158.5108230155316,3,NA,1.1262626647949219,1
2,3,161,critical,hwd,45,upper,2.1,2.11,200,125,125,200,117,117,2,w,1.2826919555664062,1
2,3,162,filler_random,NA,NA,NA,4,4.1,92.77623689092431,198.7298438014918,170.22998956098937,105.51436548773225,124.41076846430619,118.70252599105922,2,NA,1.080918312072754,0
2,3,163,critical,whd,60,upper,1,1.2,125,200,200,125,100,100,1,w,0.969841480255127,1
2,3,164,critical,whd,60,upper,2.1,2.11,125,200,200,125,100,100,2,h,0.9494349956512451,1
2,3,165,critical,dwh,60,upper,2.1,2.11,100,100,125,200,200,125,2,w,1.135960578918457,1
2,3,166,critical,hdw,60,lower,4,4.1,133,57,55,55,57,133,3,w,1.1770081520080566,1
2,3,167,critical,dwh,60,upper,2.1,2.11,100,100,125,200,200,125,2,w,0.8803303241729736,1
2,3,168,critical,wdh,45,upper,1,1.1,125,200,117,117,200,125,3,h,0.9143548011779785,1
2,3,169,filler_random,NA,NA,NA,4,4.1,91.9717157412777,188.21317659367415,158.28561652597267,176.03746756530683,170.54138479660116,138.79664893623965,2,NA,0.7861983776092529,1
2,3,170,critical,dhw,60,upper,4,4.1,100,100,200,125,125,200,2,h,0.8445279598236084,1
2,3,171,filler_random,NA,NA,NA,4,4.1,123.3946001432577,166.35485730522407,58.84403855684842,171.07007273608897,178.2377896551189,171.8254752550955,3,NA,0.8987836837768555,1
2,3,172,catch,NA,NA,NA,3,3.2,115,75,122,68,176,149,3,NA,0.7868971824645996,1
2,3,173,critical,hdw,45,upper,3,3.1,200,125,117,117,125,200,1,h,0.9382140636444092,1
2,3,174,critical,whd,60,upper,2.1,2.12,125,200,200,125,100,100,1,w,1.5586633682250977,1
2,3,175,critical,hwd,60,upper,3,3.1,200,125,125,200,100,100,2,w,0.9491081237792969,1
2,3,176,critical,wdh,60,upper,2.1,2.11,125,200,100,100,200,125,1,w,1.3658819198608398,1
2,3,177,filler_random,NA,NA,NA,3,3.1,89.90103787798742,76.5492821464895,120.30660382846766,135.5633179545024,188.50999941690694,73.9079720840708,2,NA,0.9265153408050537,1
2,3,178,critical,dhw,45,upper,2.1,2.12,117,117,200,125,125,200,3,w,1.5583178997039795,1
2,3,179,critical,whd,60,lower,2.1,2.12,57,133,133,57,55,55,2,h,1.918628215789795,1
2,3,180,critical,wdh,60,upper,1,1.2,125,200,100,100,200,125,1,w,1.0818235874176025,1
2,3,181,critical,hdw,60,upper,4,4.2,200,125,100,100,125,200,3,w,0.8843016624450684,1
2,3,182,filler_square,NA,NA,NA,1,1.2,63.56569125170214,63.56569125170214,58.798750533365606,60.303664812902745,60.109391238549506,57.7072639911853,2,NA,3.017754077911377,0
2,3,183,critical,dhw,45,lower,4,4.1,65,65,133,57,57,133,2,h,0.8469140529632568,1
2,3,184,critical,dwh,60,lower,2.1,2.11,55,55,57,133,133,57,3,h,0.9142806529998779,1
2,3,185,critical,hwd,60,lower,2.1,2.11,133,57,57,133,55,55,1,h,1.2057852745056152,1
2,3,186,critical,wdh,45,upper,2.1,2.12,125,200,117,117,200,125,3,h,1.8309895992279053,1
