thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014869451522827148,0.03177380561828613,0.03177380561828613,0.03177380561828613,0.014680147171020508,22.001644372940063,1,[21.967348098754883],[21.967371225357056],0,,,[-62.0],[-524.0],[1],[0],[0],[21.986324787139893],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00214385986328,22.002228021621704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00226926803589,22.0201678276062,24.017027139663696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,24.034507274627686,,,,,,,,,,,,,,,,,,,,,,,,,,24.01790189743042,24.034507274627686,24.034507274627686,25.51980471611023,27.902604818344116,space,2.3667421340942383,None,27.902771949768066,27.921234607696533,27.921234607696533,29.418663501739502,36.32192015647888,space,6.892884969711304,None,36.32207179069519,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,36.350470781326294,37.82227396965027,46.71534252166748,space,8.879719734191895,None,46.71550512313843,46.73649883270264,46.73649883270264,46.73649883270264,48.2245876789093,58.678221225738525,space,10.44572377204895,None,58.67838001251221,58.69342756271362,58.69342756271362,60.1773624420166,60.76192283630371,space,0.5805413722991943,None,60.7621169090271,60.777448892593384,60.777448892593384,63.89527773857117,space,3.1000983715057373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
0,0,0,critical,dhw,60.0,1.0,upper,100.0,100.0,200.0,125.0,125.0,200.0,3,5.3293235301971436,None,,,,,0,0,0,0,0,0,0,55,63.97224974632263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,200.0,125.0,125.0,200.0,1.0,1.2,-208,14,0,18,258,7,63.95567178726196,63.955721616744995,63.95764636993408,63.97224974632263,64.12613439559937,64.12613439559937,64.12613439559937,64.12613439559937,64.12613439559937,64.12613439559937,64.12613439559937,69.31437516212463,3,5.3293235301971436,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
1,1,0,critical,whd,45.0,4.0,lower,57.0,133.0,133.0,57.0,65.0,65.0,1,3.1230075359344482,None,,,,,0,0,0,0,0,1,1,88,69.33063268661499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,65.0,65.0,4.0,4.1,-191,-267,0,-11,157,-278,69.31593322753906,69.31601214408875,69.3193588256836,69.33063268661499,69.48448324203491,69.48448324203491,69.48448324203491,69.48448324203491,69.48448324203491,69.48448324203491,69.48448324203491,72.46654033660889,1,3.1230075359344482,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
2,2,0,critical,hwd,60.0,3.0,upper,200.0,125.0,125.0,200.0,100.0,100.0,2,2.7238545417785645,None,,,,,0,0,0,0,0,2,2,105,72.4825508594513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,100.0,100.0,3.0,3.1,-258,257,0,8,246,-258,72.46833300590515,72.46847176551819,72.47215294837952,72.4825508594513,72.63154006004333,72.63154006004333,72.63154006004333,72.63154006004333,72.63154006004333,72.63154006004333,72.63154006004333,75.21667098999023,2,2.7238545417785645,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
3,3,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,4.035478115081787,None,,,,,0,0,0,0,0,3,3,182,75.23371267318726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.61698552190563,150.61698552190563,58.174521817708694,77.58298802806398,86.26963715519099,97.93580011861417,2.1,2.12,-210,-251,0,-274,184,266,75.21863174438477,75.2187135219574,75.22276878356934,75.23371267318726,75.3804223537445,75.3804223537445,75.3804223537445,75.3804223537445,75.3804223537445,75.3804223537445,75.3804223537445,79.28395414352417,1,4.035478115081787,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
4,4,0,critical,wdh,45.0,2.1,upper,125.0,200.0,117.0,117.0,200.0,125.0,1,2.5299062728881836,None,,,,,0,0,0,0,0,4,4,33,79.2999382019043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,117.0,117.0,200.0,125.0,2.1,2.12,-254,-285,0,-289,217,258,79.28569602966309,79.2858304977417,79.28941130638123,79.2999382019043,79.43856596946716,79.43856596946716,79.43856596946716,79.43856596946716,79.43856596946716,79.43856596946716,79.43856596946716,81.8352997303009,1,2.5299062728881836,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
5,5,0,critical,dhw,60.0,4.0,lower,55.0,55.0,133.0,57.0,57.0,133.0,3,3.7296648025512695,None,,,,,0,0,0,0,0,5,5,58,81.85207962989807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,55.0,133.0,57.0,57.0,133.0,4.0,4.2,-152,-9,0,-287,191,14,81.83685278892517,81.83693337440491,81.84114623069763,81.85207962989807,81.99880790710449,81.99880790710449,81.99880790710449,81.99880790710449,81.99880790710449,81.99880790710449,81.99880790710449,85.58796215057373,3,3.7296648025512695,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
6,6,0,catch,None,None,None,None,None,None,None,None,None,None,3,3.8325390815734863,None,,,,,0,0,0,0,0,6,6,120,85.60439848899841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,126,109,81,167,158,2.1,2.11,-200,274,0,285,216,-290,85.59004878997803,85.59013032913208,85.59360647201538,85.60439848899841,85.75268578529358,85.75268578529358,85.75268578529358,85.75268578529358,85.75268578529358,85.75268578529358,85.75268578529358,89.45546674728394,3,3.8325390815734863,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
7,7,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,3.557396650314331,None,,,,,0,0,0,0,0,7,7,189,89.47453379631042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.88289338998842,60.78071612357181,68.38600792846267,68.38600792846267,68.24736241501918,62.51862002431914,2.1,2.12,-161,-273,0,-280,161,272,89.45774388313293,89.4578218460083,89.4620463848114,89.47453379631042,89.61901664733887,89.61901664733887,89.61901664733887,89.61901664733887,89.61901664733887,89.61901664733887,89.61901664733887,93.03635263442993,2,3.557396650314331,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
8,8,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,2.800335645675659,None,,,,,0,0,0,0,0,8,8,141,93.05271339416504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.45762689887063,183.66576823639343,133.84638248922982,63.442808515007684,72.91273553102516,180.40801261496216,2.2,2.22,-220,259,0,-286,218,-260,93.0381088256836,93.0382125377655,93.04168391227722,93.05271339416504,93.20517897605896,93.20517897605896,93.20517897605896,93.20517897605896,93.20517897605896,93.20517897605896,93.20517897605896,95.85635471343994,3,2.800335645675659,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
9,9,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,11.131414890289307,None,,,,,0,0,0,0,0,9,9,185,95.87305331230164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08114633209641,67.08114633209641,61.44503442246409,63.33018300022235,58.28730278370103,58.717751065566006,2.2,2.22,-161,261,0,-262,157,-260,95.85824632644653,95.8583312034607,95.86188077926636,95.87305331230164,96.02295398712158,96.02295398712158,96.02295398712158,96.02295398712158,96.02295398712158,96.02295398712158,96.02295398712158,107.02313899993896,1,11.131414890289307,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
10,10,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,4.105664968490601,None,,,,,0,0,0,0,0,10,10,188,107.04429626464844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.33830385789565,183.26939779303854,198.39035537057308,198.39035537057308,137.71789039263427,184.01371596488167,3.0,3.1,-287,268,0,-12,287,-276,107.02521777153015,107.0253005027771,107.0290379524231,107.04429626464844,107.19234895706177,107.19234895706177,107.19234895706177,107.19234895706177,107.19234895706177,107.19234895706177,107.19234895706177,111.16097664833069,2,4.105664968490601,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
11,11,0,critical,whd,45.0,3.0,upper,125.0,200.0,200.0,125.0,117.0,117.0,1,3.2670929431915283,None,,,,,0,0,0,0,0,11,11,87,111.17723369598389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,3.0,3.1,-258,255,0,1,217,-256,111.16260004043579,111.16267991065979,111.16636800765991,111.17723369598389,111.33147835731506,111.33147835731506,111.33147835731506,111.33147835731506,111.33147835731506,111.33147835731506,111.33147835731506,114.46038722991943,1,3.2670929431915283,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
12,12,0,catch,None,None,None,None,None,None,None,None,None,None,1,1.9151394367218018,None,,,,,0,0,0,0,0,12,12,128,114.48109531402588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,158,88,102,81,109,2.1,2.11,-226,287,0,283,202,-268,114.46240615844727,114.46248459815979,114.46578741073608,114.48109531402588,114.62728428840637,114.62728428840637,114.62728428840637,114.62728428840637,114.62728428840637,114.62728428840637,114.62728428840637,116.4125337600708,1,1.9151394367218018,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
13,13,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,1.8077690601348877,None,,,,,0,0,0,0,0,13,13,207,116.42930889129639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.822217235186386,57.77153290507205,62.25849497525615,62.25849497525615,57.4767417106157,59.0486570881441,2.2,2.22,-156,281,0,-253,157,-254,116.41453766822815,116.41462063789368,116.41842842102051,116.42930889129639,116.58042597770691,116.58042597770691,116.58042597770691,116.58042597770691,116.58042597770691,116.58042597770691,116.58042597770691,118.24462532997131,2,1.8077690601348877,None,,,,,,,,,,,,,,,,,,6,2,2025-02-13_11h54.26.891,comp,2024.2.5,57.093790921737906,2025-02-13 11h57.46.027236 -0500,
