thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01512002944946289,0.0415799617767334,0.0415799617767334,0.0415799617767334,0.014946460723876953,63.759111166000366,1,[63.71511697769165],[63.71514105796814],0,,,[-120.0],[-517.0],[1],[0],[0],[63.74349236488342],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75963640213013,63.75970435142517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75974702835083,63.77351093292236,65.76352858543396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,65.77965545654297,,,,,,,,,,,,,,,,,,,,,,,,,,65.76503324508667,65.77965545654297,65.77965545654297,67.26373362541199,72.78572988510132,space,5.466066598892212,None,72.78588795661926,72.80399513244629,72.80399513244629,74.2988920211792,99.55810213088989,space,25.24579358100891,None,99.55828189849854,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,99.59759545326233,101.06384611129761,122.24979329109192,space,21.16829562187195,None,122.24995422363281,122.26645541191101,122.26645541191101,122.26645541191101,123.76384139060974,132.65065121650696,space,8.876792192459106,None,132.65080857276917,132.66560745239258,132.66560745239258,134.1661171913147,137.5856671333313,space,3.417759895324707,None,137.5858678817749,137.60025596618652,137.60025596618652,139.18573594093323,space,1.5835270881652832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
0,0,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,7.795147180557251,None,,,,,0,0,0,0,0,0,0,174,139.2691261768341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69367492412195,68.69367492412195,59.30834826356589,67.86853179679815,64.23948654394407,60.128884084066144,4.0,4.1,-164,-289,0,9,160,-256,139.252925157547,139.2529673576355,139.25454783439636,139.2691261768341,139.42620134353638,139.42620134353638,139.42620134353638,139.42620134353638,139.42620134353638,139.42620134353638,139.42620134353638,147.07176208496094,1,7.795147180557251,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
1,1,0,critical,dwh,45.0,1.0,lower,65.0,65.0,57.0,133.0,133.0,57.0,2,6.66295313835144,None,,,,,0,0,0,0,0,1,1,60,147.0885660648346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,57.0,133.0,133.0,57.0,1.0,1.3,285,-287,480,-267,671,-253,147.0734920501709,147.0736312866211,147.07753252983093,147.0885660648346,147.23641085624695,147.23641085624695,147.23641085624695,147.23641085624695,147.23641085624695,147.23641085624695,147.23641085624695,153.7570219039917,2,6.66295313835144,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
2,2,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,2.1502044200897217,None,,,,,0,0,0,0,0,2,2,145,153.7770435810089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.29061533308425,77.36168905393244,94.56573419399162,176.1101505930387,193.87506439827666,125.99804407730765,4.0,4.1,-223,-280,0,-6,247,-281,153.75877022743225,153.75885128974915,153.76206278800964,153.7770435810089,153.92356777191162,153.92356777191162,153.92356777191162,153.92356777191162,153.92356777191162,153.92356777191162,153.92356777191162,155.94003105163574,3,2.1502044200897217,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
3,3,0,critical,whd,45.0,1.0,lower,57.0,133.0,133.0,57.0,65.0,65.0,2,12.673951148986816,None,,,,,0,0,0,0,0,3,3,84,155.95700597763062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,133.0,57.0,65.0,65.0,1.0,1.3,289,-275,480,-259,637,-268,155.94155049324036,155.94162726402283,155.94445538520813,155.95700597763062,156.10996341705322,156.10996341705322,156.10996341705322,156.10996341705322,156.10996341705322,156.10996341705322,156.10996341705322,168.64495706558228,2,12.673951148986816,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
4,4,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,2.1474618911743164,None,,,,,0,0,0,0,0,4,4,185,168.6602623462677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.57352787915363,60.79359558836745,73.51714583742526,91.22541028271435,152.1402664554701,152.1402664554701,1.0,1.2,-172,-10,0,10,218,-18,168.6468300819397,168.64691472053528,168.64998722076416,168.6602623462677,168.81040263175964,168.81040263175964,168.81040263175964,168.81040263175964,168.81040263175964,168.81040263175964,168.81040263175964,170.81226873397827,3,2.1474618911743164,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
5,5,0,catch,None,None,None,None,None,None,None,None,None,None,1,2.064875364303589,None,,,,,0,0,0,0,0,5,5,126,170.8299126625061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,190,130,60,110,80,2.2,2.22,-221,259,0,-272,166,-289,170.81453824043274,170.8146722316742,170.81832122802734,170.8299126625061,170.97645378112793,170.97645378112793,170.97645378112793,170.97645378112793,170.97645378112793,170.97645378112793,170.97645378112793,172.91191148757935,1,2.064875364303589,None,,,,,,,,,,,,,,,,,,5,2,2025-02-12_15h59.48.107,comp,2024.2.5,56.624154378063714,2025-02-12 16h05.46.068308 -0500,
